product_id;product_name;description;brand;base_price;variant_id;variant_size;variant_color;variant_price;variant_stock;image_url
sneaker-70;"Adidas Ozweego";"The Nya Keyboard is the latest in a series of jittery products from Braun - MacGyver";"Adidas";87;71974fe5-7111-446c-85cd-2c5c3f5a364a;38;Black;84;33;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-71;"NewBalance 574";"Gorczany - Hoeger's most advanced Shirt technology increases joyous capabilities";"NewBalance";118;1e703f50-c31b-44ef-b6ac-59c0d3297948;39;Grey;124;25;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-71;"NewBalance 574";"Gorczany - Hoeger's most advanced Shirt technology increases joyous capabilities";"NewBalance";118;8fee3e2e-b533-4429-acf7-2607a5c21789;45;White;139;37;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-71;"NewBalance 574";"Gorczany - Hoeger's most advanced Shirt technology increases joyous capabilities";"NewBalance";118;fef8be30-bdd5-4073-b690-5bf82140b908;44;White;100;42;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-71;"NewBalance 574";"Gorczany - Hoeger's most advanced Shirt technology increases joyous capabilities";"NewBalance";118;e7205ddd-a231-41ae-b3dc-fdf3bae6c425;38;Green;107;22;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-71;"NewBalance 574";"Gorczany - Hoeger's most advanced Shirt technology increases joyous capabilities";"NewBalance";118;9ca420c3-4b2f-4449-9466-eb5961833b1d;42;Beige;129;36;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-72;"NewBalance 990v5";"Ergonomic Shirt made with Bamboo for all-day accomplished support";"NewBalance";226;9d2e2d60-e909-4a51-a14d-a7f02aec3661;40;Blue;224;27;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-72;"NewBalance 990v5";"Ergonomic Shirt made with Bamboo for all-day accomplished support";"NewBalance";226;8a7edb8f-1b94-4b5f-9d98-a90505820428;44;Black;236;44;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-72;"NewBalance 990v5";"Ergonomic Shirt made with Bamboo for all-day accomplished support";"NewBalance";226;283eb460-c1c3-4dd2-aa87-4992e70d0a9e;40;Blue;240;2;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-72;"NewBalance 990v5";"Ergonomic Shirt made with Bamboo for all-day accomplished support";"NewBalance";226;8dd34105-e004-4119-82e4-63f4b16b39c9;41;White;224;12;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-73;"NewBalance 550";"Professional-grade Towels perfect for unfit training and recreational use";"NewBalance";138;e40b2c8f-e8a3-4ab2-9809-edd6acb98c72;44;Green;139;47;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-73;"NewBalance 550";"Professional-grade Towels perfect for unfit training and recreational use";"NewBalance";138;14e1652a-cd03-4447-a50f-325ff9d4d4bb;38;Green;140;33;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-73;"NewBalance 550";"Professional-grade Towels perfect for unfit training and recreational use";"NewBalance";138;1a9de754-09ba-45b4-b028-ebc08ac09e56;45;Beige;143;45;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-74;"NewBalance 327";"Experience the purple brilliance of our Table, perfect for definitive environments";"NewBalance";194;740f198e-f1f2-44fb-b552-bc4c8b791eb6;40;Blue;195;35;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-74;"NewBalance 327";"Experience the purple brilliance of our Table, perfect for definitive environments";"NewBalance";194;69f915f8-4bca-4057-a56d-02ef67d02b51;38;Green;192;35;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-74;"NewBalance 327";"Experience the purple brilliance of our Table, perfect for definitive environments";"NewBalance";194;e64c8aa8-6be2-4d4d-840a-7b2c09d212c4;40;White;211;42;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-74;"NewBalance 327";"Experience the purple brilliance of our Table, perfect for definitive environments";"NewBalance";194;cb76600d-3d8a-4d47-a3a3-173214d27b34;40;Grey;221;29;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-74;"NewBalance 327";"Experience the purple brilliance of our Table, perfect for definitive environments";"NewBalance";194;8efcef61-ed8f-4f65-a832-d607fd4c63c5;41;Blue;223;21;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-75;"NewBalance 1080v12";"Savor the rich essence in our Mouse, designed for impeccable culinary adventures";"NewBalance";214;4f0e73e4-246f-4664-945c-1b36601aaee4;45;Red;233;28;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-75;"NewBalance 1080v12";"Savor the rich essence in our Mouse, designed for impeccable culinary adventures";"NewBalance";214;2aeb9e21-6ec5-431a-bc24-d7c86b58b725;38;Grey;236;43;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-75;"NewBalance 1080v12";"Savor the rich essence in our Mouse, designed for impeccable culinary adventures";"NewBalance";214;f5ed74ec-0b1a-41b4-969b-40c159d9d8d4;44;Blue;197;6;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-75;"NewBalance 1080v12";"Savor the rich essence in our Mouse, designed for impeccable culinary adventures";"NewBalance";214;2689cfb5-dba2-453d-8e58-d49f0b95385d;41;Black;222;35;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-76;"NewBalance 860v2";"Unbranded Chair designed with Ceramic for breakable performance";"NewBalance";130;c006e0a9-abb0-4e65-bbb8-f0eeeaaea0de;38;Green;141;12;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-76;"NewBalance 860v2";"Unbranded Chair designed with Ceramic for breakable performance";"NewBalance";130;4d222365-1baa-4775-b7bd-b2470d9c7208;40;Black;115;44;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-76;"NewBalance 860v2";"Unbranded Chair designed with Ceramic for breakable performance";"NewBalance";130;2b867f2a-a96c-4eb3-82fc-670996ec0b9d;39;Red;141;36;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-76;"NewBalance 860v2";"Unbranded Chair designed with Ceramic for breakable performance";"NewBalance";130;fdd1ad1b-2427-4d09-b030-744bfe22c0dc;43;Beige;140;43;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-76;"NewBalance 860v2";"Unbranded Chair designed with Ceramic for breakable performance";"NewBalance";130;82f362bd-68a0-41ef-b4a3-a83386294a50;41;White;115;13;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-77;"NewBalance 2002R";"Professional-grade Pizza perfect for scornful training and recreational use";"NewBalance";236;5f8a1237-8639-4860-9a89-9bdca3f14200;43;White;245;27;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-77;"NewBalance 2002R";"Professional-grade Pizza perfect for scornful training and recreational use";"NewBalance";236;506fc6d5-3ad6-463f-bb92-1e460e0f47a3;43;White;251;18;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-77;"NewBalance 2002R";"Professional-grade Pizza perfect for scornful training and recreational use";"NewBalance";236;d85b3530-e2e0-4143-b8c8-aef47603480a;42;Red;220;0;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-77;"NewBalance 2002R";"Professional-grade Pizza perfect for scornful training and recreational use";"NewBalance";236;37e44ea9-bb33-4d64-8924-e2425180d1f2;41;White;265;20;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-78;"NewBalance 530";"Our bird-friendly Shoes ensures scientific comfort for your pets";"NewBalance";92;f75bf4c0-6f2d-45fd-b825-c601ba58d8da;41;Blue;77;40;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-78;"NewBalance 530";"Our bird-friendly Shoes ensures scientific comfort for your pets";"NewBalance";92;445a1cfe-f5d6-4eec-b55f-ae82429e71b7;43;White;102;11;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-78;"NewBalance 530";"Our bird-friendly Shoes ensures scientific comfort for your pets";"NewBalance";92;86b179ac-3d83-4a79-b08c-a94c474e2d24;45;Blue;100;6;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-78;"NewBalance 530";"Our bird-friendly Shoes ensures scientific comfort for your pets";"NewBalance";92;45e558e3-7794-44e5-af60-189c748ff4da;39;Red;83;16;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-78;"NewBalance 530";"Our bird-friendly Shoes ensures scientific comfort for your pets";"NewBalance";92;c8eb2b44-18eb-4ba4-87e8-c4bfe2288ef2;41;Black;95;7;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-79;"NewBalance 996";"Stylish Ball designed to make you stand out with happy-go-lucky looks";"NewBalance";250;8e8fb315-31d5-41f1-8888-1810bbb6530d;39;Black;233;22;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-79;"NewBalance 996";"Stylish Ball designed to make you stand out with happy-go-lucky looks";"NewBalance";250;72291ce2-ded6-499f-ac92-35477945e723;40;Beige;277;32;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-79;"NewBalance 996";"Stylish Ball designed to make you stand out with happy-go-lucky looks";"NewBalance";250;0b3e5adf-e1d5-4a1c-8385-3040f6022115;40;Grey;276;21;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-79;"NewBalance 996";"Stylish Ball designed to make you stand out with happy-go-lucky looks";"NewBalance";250;15922235-01f6-468a-85a9-15d214ea4851;42;Green;248;1;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-80;"NewBalance 1500";"Stylish Salad designed to make you stand out with beneficial looks";"NewBalance";90;84956085-af60-4759-970b-00c652982a6a;40;Red;102;41;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-80;"NewBalance 1500";"Stylish Salad designed to make you stand out with beneficial looks";"NewBalance";90;eda349b4-a75e-4394-a63d-a1a88fe0ba3d;42;White;119;11;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-80;"NewBalance 1500";"Stylish Salad designed to make you stand out with beneficial looks";"NewBalance";90;44b172ca-7f4e-4b44-8a33-5e4a181587f4;42;White;78;38;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-80;"NewBalance 1500";"Stylish Salad designed to make you stand out with beneficial looks";"NewBalance";90;8ac02e2f-1e75-4496-9532-6b901cdd2bf5;42;Grey;107;36;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-80;"NewBalance 1500";"Stylish Salad designed to make you stand out with beneficial looks";"NewBalance";90;e2a92175-4ba9-45d9-b568-e2dac0fb0c4c;42;Grey;104;26;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-80;"NewBalance 1500";"Stylish Salad designed to make you stand out with beneficial looks";"NewBalance";90;954efb59-7915-4673-84c1-687c6e5e0127;42;Blue;89;23;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-81;"Puma Suede Classic";"The Lew Fish is the latest in a series of gruesome products from Simonis, Schaden and Gutkowski";"Puma";191;29a80d01-c258-4fe3-8efc-8f80d3577f4c;40;Beige;185;3;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-81;"Puma Suede Classic";"The Lew Fish is the latest in a series of gruesome products from Simonis, Schaden and Gutkowski";"Puma";191;b33d1fc3-c610-4fde-af1e-524da0fe827a;41;Red;185;6;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-81;"Puma Suede Classic";"The Lew Fish is the latest in a series of gruesome products from Simonis, Schaden and Gutkowski";"Puma";191;982e6a1c-81f9-46aa-a829-50412c0dd737;44;White;181;17;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-81;"Puma Suede Classic";"The Lew Fish is the latest in a series of gruesome products from Simonis, Schaden and Gutkowski";"Puma";191;3f8a05f0-0b6a-494c-b791-088bbe0c827a;40;Grey;202;24;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-82;"Puma RS-X";"Professional-grade Chips perfect for haunting training and recreational use";"Puma";186;08ac2252-4eb2-4cc8-b635-e72a01eb12f4;41;Grey;184;33;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-82;"Puma RS-X";"Professional-grade Chips perfect for haunting training and recreational use";"Puma";186;76b468ef-72aa-448e-b079-0898ac1a45e5;40;White;185;33;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-82;"Puma RS-X";"Professional-grade Chips perfect for haunting training and recreational use";"Puma";186;654eeef8-1ec3-4003-8b69-5f43f805ea07;45;Black;186;25;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-83;"Puma Future Rider";"Innovative Bacon featuring tepid technology and Steel construction";"Puma";167;ed118e8e-5055-4924-a8ed-38b5ad3cc58c;41;Beige;196;32;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-83;"Puma Future Rider";"Innovative Bacon featuring tepid technology and Steel construction";"Puma";167;2fe61ce0-dd5a-462a-ab92-c91bd73c743c;45;Black;171;37;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-83;"Puma Future Rider";"Innovative Bacon featuring tepid technology and Steel construction";"Puma";167;c79181ff-7894-4149-8e5f-e487f368165c;40;Black;179;45;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-84;"Puma Cali";"The sleek and unkempt Chips comes with ivory LED lighting for smart functionality";"Puma";248;92f71f9a-86e4-4f6b-a924-2e10a54ae60a;45;Green;254;24;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-84;"Puma Cali";"The sleek and unkempt Chips comes with ivory LED lighting for smart functionality";"Puma";248;dc4b6e1f-7bcc-4056-a56e-faeb72030639;38;White;260;49;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-84;"Puma Cali";"The sleek and unkempt Chips comes with ivory LED lighting for smart functionality";"Puma";248;e313ac69-62f8-4991-8d1b-35c8b78111ed;40;Blue;262;24;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-84;"Puma Cali";"The sleek and unkempt Chips comes with ivory LED lighting for smart functionality";"Puma";248;3cdc4585-ff68-4a2e-b08e-4d85640dca28;41;White;230;24;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-85;"Puma Slipstream";"Introducing the Kazakhstan-inspired Chips, blending pricey style with local craftsmanship";"Puma";167;19027011-45eb-4dac-abb6-2d1cfe018e1b;45;Red;167;13;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-85;"Puma Slipstream";"Introducing the Kazakhstan-inspired Chips, blending pricey style with local craftsmanship";"Puma";167;5f347764-6e35-4f2c-8dc6-8e30ecdaeece;44;Green;194;43;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-85;"Puma Slipstream";"Introducing the Kazakhstan-inspired Chips, blending pricey style with local craftsmanship";"Puma";167;d83ba9a8-e4e5-40d8-9080-56c88249ef87;38;Blue;149;45;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-85;"Puma Slipstream";"Introducing the Kazakhstan-inspired Chips, blending pricey style with local craftsmanship";"Puma";167;53d3bb41-7d2c-4d26-9a75-094260e3af4e;42;Blue;187;14;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-85;"Puma Slipstream";"Introducing the Kazakhstan-inspired Chips, blending pricey style with local craftsmanship";"Puma";167;9afc513d-b6ce-4d5b-8b45-f62c26ff29a1;41;Blue;153;2;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-85;"Puma Slipstream";"Introducing the Kazakhstan-inspired Chips, blending pricey style with local craftsmanship";"Puma";167;0f776e52-8e55-4381-b60d-b538cc1a52ff;44;White;156;36;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-86;"Puma MB.02";"New Chair model with 82 GB RAM, 442 GB storage, and optimal features";"Puma";135;c9f86f46-7196-4f88-a69e-923cd9a00718;44;Green;159;5;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-86;"Puma MB.02";"New Chair model with 82 GB RAM, 442 GB storage, and optimal features";"Puma";135;68186a56-8698-41f9-9f0e-f6727ba12aed;43;Red;161;26;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-86;"Puma MB.02";"New Chair model with 82 GB RAM, 442 GB storage, and optimal features";"Puma";135;f85b5d0a-d923-47bb-82f5-54d9cada3e6b;41;Blue;156;34;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-86;"Puma MB.02";"New Chair model with 82 GB RAM, 442 GB storage, and optimal features";"Puma";135;920410ff-7558-43ba-8366-06ee7d6d81e3;43;Green;126;18;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-86;"Puma MB.02";"New Chair model with 82 GB RAM, 442 GB storage, and optimal features";"Puma";135;287552f1-96ee-4c8f-b9bf-f57d7710d904;39;Blue;123;21;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-86;"Puma MB.02";"New Chair model with 82 GB RAM, 442 GB storage, and optimal features";"Puma";135;f603e551-44ea-454d-b9b2-c715a871f308;42;Red;128;20;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-87;"Puma Mirage Sport";"Wuckert, Dickinson and Lockman's most advanced Mouse technology increases handy capabilities";"Puma";209;04d203fa-bce1-445d-b7a0-191c65bf6d39;44;Green;190;41;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-87;"Puma Mirage Sport";"Wuckert, Dickinson and Lockman's most advanced Mouse technology increases handy capabilities";"Puma";209;e8a91e85-34f3-4793-8c4a-99c09e51756f;43;Beige;194;14;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-87;"Puma Mirage Sport";"Wuckert, Dickinson and Lockman's most advanced Mouse technology increases handy capabilities";"Puma";209;c675e11c-d96d-49a6-8295-a3b6e3d76fa0;40;Blue;210;9;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-87;"Puma Mirage Sport";"Wuckert, Dickinson and Lockman's most advanced Mouse technology increases handy capabilities";"Puma";209;e25e75ea-a514-4b4e-934f-85bd2aa57806;41;Beige;206;42;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-87;"Puma Mirage Sport";"Wuckert, Dickinson and Lockman's most advanced Mouse technology increases handy capabilities";"Puma";209;bb50cdfb-0cb7-4c99-a566-418d709a399e;41;Blue;203;1;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-88;"Puma Wild Rider";"The sleek and lustrous Gloves comes with teal LED lighting for smart functionality";"Puma";131;07b7ec55-ce55-4ad2-92cf-d2a8441289de;38;Beige;156;49;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-88;"Puma Wild Rider";"The sleek and lustrous Gloves comes with teal LED lighting for smart functionality";"Puma";131;212e2741-8926-4c83-ab34-e10b0cb6b58b;41;Black;119;1;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-88;"Puma Wild Rider";"The sleek and lustrous Gloves comes with teal LED lighting for smart functionality";"Puma";131;69cdfb52-d154-4db7-9745-f7bf9083c5a8;41;Black;118;24;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-89;"Puma Blaze of Glory";"Our koala-friendly Gloves ensures monumental comfort for your pets";"Puma";95;4b2cdf69-4f91-4046-aca2-1a312faa0420;44;Red;93;47;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-89;"Puma Blaze of Glory";"Our koala-friendly Gloves ensures monumental comfort for your pets";"Puma";95;e3aa46ae-9d7e-4294-9d4d-ee8432ba6e10;39;Grey;78;42;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-89;"Puma Blaze of Glory";"Our koala-friendly Gloves ensures monumental comfort for your pets";"Puma";95;7c7c7d6c-2463-4c6f-be43-9b31b18154c7;41;Grey;125;49;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-90;"Puma Roma";"New Ball model with 17 GB RAM, 181 GB storage, and muddy features";"Puma";138;7ed1a064-5fb2-4a35-a294-882aefc20a17;44;Black;151;45;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-90;"Puma Roma";"New Ball model with 17 GB RAM, 181 GB storage, and muddy features";"Puma";138;f4a75130-939a-404b-9c0a-cb1b73c1ff57;43;Black;138;0;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-90;"Puma Roma";"New Ball model with 17 GB RAM, 181 GB storage, and muddy features";"Puma";138;0edafc3e-cd7f-446f-981e-cb3859e50e19;45;Red;149;36;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-90;"Puma Roma";"New Ball model with 17 GB RAM, 181 GB storage, and muddy features";"Puma";138;594c9243-8711-48ec-afb4-cda0092a2374;41;Black;155;50;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-91;"Jordan Air Jordan 3";"The sky blue Table combines Belarus aesthetics with Neodymium-based durability";"Jordan";141;f57e82c0-4e3c-42d0-88f1-d4f1b8eeff5d;44;Black;140;39;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-91;"Jordan Air Jordan 3";"The sky blue Table combines Belarus aesthetics with Neodymium-based durability";"Jordan";141;a10fb6ea-7078-4c1c-a362-08f97287d2f1;43;White;146;50;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-91;"Jordan Air Jordan 3";"The sky blue Table combines Belarus aesthetics with Neodymium-based durability";"Jordan";141;bd7fc3c8-d972-4c7a-85bd-b0aa0b1a8243;43;Red;125;31;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-91;"Jordan Air Jordan 3";"The sky blue Table combines Belarus aesthetics with Neodymium-based durability";"Jordan";141;3d7ae78e-5253-4188-a27a-69af304efbe2;43;Beige;165;38;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-92;"Jordan Air Jordan 4";"New magenta Hat with ergonomic design for far comfort";"Jordan";171;5577e8ed-a22a-41b4-a1e1-374e674cc721;44;Beige;184;30;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-92;"Jordan Air Jordan 4";"New magenta Hat with ergonomic design for far comfort";"Jordan";171;d192a8fc-5de8-4d28-9921-36b0a9cf6484;45;Red;193;37;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-92;"Jordan Air Jordan 4";"New magenta Hat with ergonomic design for far comfort";"Jordan";171;e2d3be47-b899-4164-a37a-7d735c4b754b;40;Red;154;41;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-92;"Jordan Air Jordan 4";"New magenta Hat with ergonomic design for far comfort";"Jordan";171;8402d279-70d2-4117-9671-15b81d2c04b1;43;Grey;182;8;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-92;"Jordan Air Jordan 4";"New magenta Hat with ergonomic design for far comfort";"Jordan";171;820fa3d5-5a7f-41e7-b16c-4194d755be87;39;Red;170;25;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-93;"Jordan Air Jordan 5";"The teal Pizza combines Comoros aesthetics with Nobelium-based durability";"Jordan";238;1000d916-0281-4bda-97c7-e4660dcf6883;40;Grey;258;41;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-93;"Jordan Air Jordan 5";"The teal Pizza combines Comoros aesthetics with Nobelium-based durability";"Jordan";238;abc64417-2f8d-4339-8400-21201b3848f2;44;Grey;235;18;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-93;"Jordan Air Jordan 5";"The teal Pizza combines Comoros aesthetics with Nobelium-based durability";"Jordan";238;a5567646-b5de-4868-8dc8-6e2083f890a7;39;Red;263;7;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-94;"Jordan Air Jordan 6";"The Monica Hat is the latest in a series of faint products from Padberg - Pouros";"Jordan";97;e2501c44-a3d9-4701-b108-d7c744385f0a;39;Beige;113;38;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-94;"Jordan Air Jordan 6";"The Monica Hat is the latest in a series of faint products from Padberg - Pouros";"Jordan";97;39a96baa-3b92-4a00-ae1b-f5e5fc563998;43;White;92;0;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-94;"Jordan Air Jordan 6";"The Monica Hat is the latest in a series of faint products from Padberg - Pouros";"Jordan";97;49785a33-c802-4732-ac11-c5c2e8359b00;43;Red;110;21;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-94;"Jordan Air Jordan 6";"The Monica Hat is the latest in a series of faint products from Padberg - Pouros";"Jordan";97;ae35f11a-741d-4158-af25-67862dfdd43f;45;Red;114;28;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-94;"Jordan Air Jordan 6";"The Monica Hat is the latest in a series of faint products from Padberg - Pouros";"Jordan";97;edfdb3ad-429f-40e2-a106-3c2755120227;41;Grey;93;19;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-95;"Jordan Air Jordan 11";"Elegant Fish designed with Aluminum for biodegradable performance";"Jordan";151;2a94a948-fd5d-4765-9b02-9f1c374ea657;43;Green;135;19;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-95;"Jordan Air Jordan 11";"Elegant Fish designed with Aluminum for biodegradable performance";"Jordan";151;64b00df6-1fe1-4492-93e5-763e3bf252b1;45;Blue;179;40;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-95;"Jordan Air Jordan 11";"Elegant Fish designed with Aluminum for biodegradable performance";"Jordan";151;8f7c38ca-db24-44d0-82ea-c3dc733e1630;42;Grey;180;11;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-95;"Jordan Air Jordan 11";"Elegant Fish designed with Aluminum for biodegradable performance";"Jordan";151;deb55da7-4cb2-4bca-94f6-b43393853505;44;Grey;163;6;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-95;"Jordan Air Jordan 11";"Elegant Fish designed with Aluminum for biodegradable performance";"Jordan";151;819e5b4e-1272-4be1-9b35-a1a6d1e5d62b;38;Beige;137;8;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-95;"Jordan Air Jordan 11";"Elegant Fish designed with Aluminum for biodegradable performance";"Jordan";151;dd983bcf-b63c-4f6b-9bc7-f878db6714f2;45;Blue;144;25;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-96;"Jordan Jordan Delta 3";"Introducing the Czechia-inspired Bike, blending polite style with local craftsmanship";"Jordan";88;cda12067-baa4-4ab7-84a6-8d7ecbc82fcf;40;Black;86;37;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-96;"Jordan Jordan Delta 3";"Introducing the Czechia-inspired Bike, blending polite style with local craftsmanship";"Jordan";88;42de273b-277b-435c-bbac-963de5d493dc;39;Black;106;25;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-96;"Jordan Jordan Delta 3";"Introducing the Czechia-inspired Bike, blending polite style with local craftsmanship";"Jordan";88;93193e66-c6bf-4fc0-990b-0e9b22450c69;39;Green;79;28;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-97;"Jordan Jordan Zoom Separate";"Bespoke Mouse designed with Bronze for general performance";"Jordan";216;f75e0a9f-a3e1-477b-8356-37da82385ddc;42;Beige;197;29;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-97;"Jordan Jordan Zoom Separate";"Bespoke Mouse designed with Bronze for general performance";"Jordan";216;de64475c-c83b-4f7c-ad9b-062be207d8fa;43;Blue;218;45;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-97;"Jordan Jordan Zoom Separate";"Bespoke Mouse designed with Bronze for general performance";"Jordan";216;fb85a3f7-7553-4756-92af-714c69b399a2;43;Green;196;12;"https://via.placeholder.com/600x600.png?text=Sneaker"
sneaker-97;"Jordan Jordan Zoom Separate";"Bespoke Mouse designed with Bronze for general performance";"Jordan";216;86cf9743-d567-4713-80d8-341e85b05774;42;Green;232;44;"https://via.placeholder.com/600x600.png?text=Sneaker"
